State,Year,Winning Party,Flip,President,President Party,Winning Party D,Winning Party O,Winning Party R
Washington,1864,,0,Abraham Lincoln,R,0,0,0
West Virginia,1864,R,0,Abraham Lincoln,R,0,0,1
Wisconsin,1864,R,0,Abraham Lincoln,R,0,0,1
Wyoming,1864,,0,Abraham Lincoln,R,0,0,0
Alabama,1868,R,0,Ulysses Grant,R,0,0,1
Alaska,1868,,0,Ulysses Grant,R,0,0,0
Arizona,1868,,0,Ulysses Grant,R,0,0,0
Arkansas,1868,R,0,Ulysses Grant,R,0,0,1
California,1868,R,0,Ulysses Grant,R,0,0,1
Colorado,1868,,0,Ulysses Grant,R,0,0,0
Connecticut,1868,R,0,Ulysses Grant,R,0,0,1
D.C.,1868,,0,Ulysses Grant,R,0,0,0
Delaware,1868,D,0,Ulysses Grant,R,1,0,0
Florida,1868,R,0,Ulysses Grant,R,0,0,1
Georgia,1868,D,0,Ulysses Grant,R,1,0,0
Hawaii,1868,,0,Ulysses Grant,R,0,0,0
Idaho,1868,,0,Ulysses Grant,R,0,0,0
Illinois,1868,R,0,Ulysses Grant,R,0,0,1
Indiana,1868,R,0,Ulysses Grant,R,0,0,1
Iowa,1868,R,0,Ulysses Grant,R,0,0,1
Kansas,1868,R,0,Ulysses Grant,R,0,0,1
Kentucky,1868,D,0,Ulysses Grant,R,1,0,0
Louisiana,1868,D,1,Ulysses Grant,R,1,0,0
Maine,1868,R,0,Ulysses Grant,R,0,0,1
Maryland,1868,D,1,Ulysses Grant,R,1,0,0
Massachusetts,1868,R,0,Ulysses Grant,R,0,0,1
Michigan,1868,R,0,Ulysses Grant,R,0,0,1
Minnesota,1868,R,0,Ulysses Grant,R,0,0,1
Mississippi,1868,,0,Ulysses Grant,R,0,0,0
Missouri,1868,R,0,Ulysses Grant,R,0,0,1
Montana,1868,,0,Ulysses Grant,R,0,0,0
Nebraska,1868,R,0,Ulysses Grant,R,0,0,1
Nevada,1868,R,0,Ulysses Grant,R,0,0,1
New Hampshire,1868,R,0,Ulysses Grant,R,0,0,1
New Jersey,1868,D,0,Ulysses Grant,R,1,0,0
New Mexico,1868,,0,Ulysses Grant,R,0,0,0
New York,1868,D,1,Ulysses Grant,R,1,0,0
North Carolina,1868,R,0,Ulysses Grant,R,0,0,1
North Dakota,1868,,0,Ulysses Grant,R,0,0,0
Ohio,1868,R,0,Ulysses Grant,R,0,0,1
Oklahoma,1868,,0,Ulysses Grant,R,0,0,0
Oregon,1868,D,1,Ulysses Grant,R,1,0,0
Pennsylvania,1868,R,0,Ulysses Grant,R,0,0,1
Rhode Island,1868,R,0,Ulysses Grant,R,0,0,1
South Carolina,1868,R,0,Ulysses Grant,R,0,0,1
South Dakota,1868,,0,Ulysses Grant,R,0,0,0
Tennessee,1868,R,0,Ulysses Grant,R,0,0,1
Texas,1868,,0,Ulysses Grant,R,0,0,0
Utah,1868,,0,Ulysses Grant,R,0,0,0
Vermont,1868,R,0,Ulysses Grant,R,0,0,1
Virginia,1868,,0,Ulysses Grant,R,0,0,0
Washington,1868,,0,Ulysses Grant,R,0,0,0
West Virginia,1868,R,0,Ulysses Grant,R,0,0,1
Wisconsin,1868,R,0,Ulysses Grant,R,0,0,1
Wyoming,1868,,0,Ulysses Grant,R,0,0,0
Alabama,1872,R,0,Ulysses Grant,R,0,0,1
Alaska,1872,,0,Ulysses Grant,R,0,0,0
Arizona,1872,,0,Ulysses Grant,R,0,0,0
Arkansas,1872,R,0,Ulysses Grant,R,0,0,1
California,1872,R,0,Ulysses Grant,R,0,0,1
Colorado,1872,,0,Ulysses Grant,R,0,0,0
Connecticut,1872,R,0,Ulysses Grant,R,0,0,1
D.C.,1872,,0,Ulysses Grant,R,0,0,0
Delaware,1872,R,1,Ulysses Grant,R,0,0,1
Florida,1872,R,0,Ulysses Grant,R,0,0,1
Georgia,1872,O,0,Ulysses Grant,R,0,1,0
Hawaii,1872,,0,Ulysses Grant,R,0,0,0
Idaho,1872,,0,Ulysses Grant,R,0,0,0
Illinois,1872,R,0,Ulysses Grant,R,0,0,1
Indiana,1872,R,0,Ulysses Grant,R,0,0,1
Iowa,1872,R,0,Ulysses Grant,R,0,0,1
Kansas,1872,R,0,Ulysses Grant,R,0,0,1
Kentucky,1872,O,0,Ulysses Grant,R,0,1,0
Louisiana,1872,R,1,Ulysses Grant,R,0,0,1
Maine,1872,R,0,Ulysses Grant,R,0,0,1
Maryland,1872,O,0,Ulysses Grant,R,0,1,0
Massachusetts,1872,R,0,Ulysses Grant,R,0,0,1
Michigan,1872,R,0,Ulysses Grant,R,0,0,1
Minnesota,1872,R,0,Ulysses Grant,R,0,0,1
Mississippi,1872,R,0,Ulysses Grant,R,0,0,1
Missouri,1872,O,0,Ulysses Grant,R,0,1,0
Montana,1872,,0,Ulysses Grant,R,0,0,0
Nebraska,1872,R,0,Ulysses Grant,R,0,0,1
Nevada,1872,R,0,Ulysses Grant,R,0,0,1
New Hampshire,1872,R,0,Ulysses Grant,R,0,0,1
New Jersey,1872,R,1,Ulysses Grant,R,0,0,1
New Mexico,1872,,0,Ulysses Grant,R,0,0,0
New York,1872,R,1,Ulysses Grant,R,0,0,1
North Carolina,1872,R,0,Ulysses Grant,R,0,0,1
North Dakota,1872,,0,Ulysses Grant,R,0,0,0
Ohio,1872,R,0,Ulysses Grant,R,0,0,1
Oklahoma,1872,,0,Ulysses Grant,R,0,0,0
Oregon,1872,R,1,Ulysses Grant,R,0,0,1
Pennsylvania,1872,R,0,Ulysses Grant,R,0,0,1
Rhode Island,1872,R,0,Ulysses Grant,R,0,0,1
South Carolina,1872,R,0,Ulysses Grant,R,0,0,1
South Dakota,1872,,0,Ulysses Grant,R,0,0,0
Tennessee,1872,O,0,Ulysses Grant,R,0,1,0
Texas,1872,O,0,Ulysses Grant,R,0,1,0
Utah,1872,,0,Ulysses Grant,R,0,0,0
Vermont,1872,R,0,Ulysses Grant,R,0,0,1
Virginia,1872,R,0,Ulysses Grant,R,0,0,1
Washington,1872,,0,Ulysses Grant,R,0,0,0
West Virginia,1872,R,0,Ulysses Grant,R,0,0,1
Wisconsin,1872,R,0,Ulysses Grant,R,0,0,1
Wyoming,1872,,0,Ulysses Grant,R,0,0,0
Alabama,1876,D,1,Rutherford Hayes,R,1,0,0
Alaska,1876,,0,Rutherford Hayes,R,0,0,0
Arizona,1876,,0,Rutherford Hayes,R,0,0,0
Arkansas,1876,D,1,Rutherford Hayes,R,1,0,0
California,1876,R,0,Rutherford Hayes,R,0,0,1
Colorado,1876,R,0,Rutherford Hayes,R,0,0,1
Connecticut,1876,D,1,Rutherford Hayes,R,1,0,0
D.C.,1876,,0,Rutherford Hayes,R,0,0,0
Delaware,1876,D,1,Rutherford Hayes,R,1,0,0
Florida,1876,R,0,Rutherford Hayes,R,0,0,1
Georgia,1876,D,0,Rutherford Hayes,R,1,0,0
Hawaii,1876,,0,Rutherford Hayes,R,0,0,0
Idaho,1876,,0,Rutherford Hayes,R,0,0,0
Illinois,1876,R,0,Rutherford Hayes,R,0,0,1
Indiana,1876,D,1,Rutherford Hayes,R,1,0,0
Iowa,1876,R,0,Rutherford Hayes,R,0,0,1
Kansas,1876,R,0,Rutherford Hayes,R,0,0,1
Kentucky,1876,D,0,Rutherford Hayes,R,1,0,0
Louisiana,1876,R,0,Rutherford Hayes,R,0,0,1
Maine,1876,R,0,Rutherford Hayes,R,0,0,1
Maryland,1876,D,0,Rutherford Hayes,R,1,0,0
Massachusetts,1876,R,0,Rutherford Hayes,R,0,0,1
Michigan,1876,R,0,Rutherford Hayes,R,0,0,1
Minnesota,1876,R,0,Rutherford Hayes,R,0,0,1
Mississippi,1876,D,1,Rutherford Hayes,R,1,0,0
Missouri,1876,D,0,Rutherford Hayes,R,1,0,0
Montana,1876,,0,Rutherford Hayes,R,0,0,0
Nebraska,1876,R,0,Rutherford Hayes,R,0,0,1
Nevada,1876,R,0,Rutherford Hayes,R,0,0,1
New Hampshire,1876,R,0,Rutherford Hayes,R,0,0,1
New Jersey,1876,D,1,Rutherford Hayes,R,1,0,0
New Mexico,1876,,0,Rutherford Hayes,R,0,0,0
New York,1876,D,1,Rutherford Hayes,R,1,0,0
North Carolina,1876,D,1,Rutherford Hayes,R,1,0,0
North Dakota,1876,,0,Rutherford Hayes,R,0,0,0
Ohio,1876,R,0,Rutherford Hayes,R,0,0,1
Oklahoma,1876,,0,Rutherford Hayes,R,0,0,0
Oregon,1876,R,0,Rutherford Hayes,R,0,0,1
Pennsylvania,1876,R,0,Rutherford Hayes,R,0,0,1
Rhode Island,1876,R,0,Rutherford Hayes,R,0,0,1
South Carolina,1876,R,0,Rutherford Hayes,R,0,0,1
South Dakota,1876,,0,Rutherford Hayes,R,0,0,0
Tennessee,1876,D,0,Rutherford Hayes,R,1,0,0
Texas,1876,D,0,Rutherford Hayes,R,1,0,0
Utah,1876,,0,Rutherford Hayes,R,0,0,0
Vermont,1876,R,0,Rutherford Hayes,R,0,0,1
Virginia,1876,D,1,Rutherford Hayes,R,1,0,0
Washington,1876,,0,Rutherford Hayes,R,0,0,0
West Virginia,1876,D,1,Rutherford Hayes,R,1,0,0
Wisconsin,1876,R,0,Rutherford Hayes,R,0,0,1
Wyoming,1876,,0,Rutherford Hayes,R,0,0,0
Alabama,1880,D,0,James Garfield,R,1,0,0
Alaska,1880,,0,James Garfield,R,0,0,0
Arizona,1880,,0,James Garfield,R,0,0,0
Arkansas,1880,D,0,James Garfield,R,1,0,0
California,1880,D,1,James Garfield,R,1,0,0
Colorado,1880,R,0,James Garfield,R,0,0,1
Connecticut,1880,R,1,James Garfield,R,0,0,1
D.C.,1880,,0,James Garfield,R,0,0,0
Delaware,1880,D,0,James Garfield,R,1,0,0
Florida,1880,D,1,James Garfield,R,1,0,0
Georgia,1880,D,0,James Garfield,R,1,0,0
Hawaii,1880,,0,James Garfield,R,0,0,0
Idaho,1880,,0,James Garfield,R,0,0,0
Illinois,1880,R,0,James Garfield,R,0,0,1
Indiana,1880,R,1,James Garfield,R,0,0,1
Iowa,1880,R,0,James Garfield,R,0,0,1
Kansas,1880,R,0,James Garfield,R,0,0,1
Kentucky,1880,D,0,James Garfield,R,1,0,0
Louisiana,1880,D,1,James Garfield,R,1,0,0
Maine,1880,R,0,James Garfield,R,0,0,1
Maryland,1880,D,0,James Garfield,R,1,0,0
Massachusetts,1880,R,0,James Garfield,R,0,0,1
Michigan,1880,R,0,James Garfield,R,0,0,1
Minnesota,1880,R,0,James Garfield,R,0,0,1
Mississippi,1880,D,0,James Garfield,R,1,0,0
Missouri,1880,D,0,James Garfield,R,1,0,0
Montana,1880,,0,James Garfield,R,0,0,0
Nebraska,1880,R,0,James Garfield,R,0,0,1
Nevada,1880,D,1,James Garfield,R,1,0,0
New Hampshire,1880,R,0,James Garfield,R,0,0,1
New Jersey,1880,D,0,James Garfield,R,1,0,0
New Mexico,1880,,0,James Garfield,R,0,0,0
New York,1880,R,1,James Garfield,R,0,0,1
North Carolina,1880,D,0,James Garfield,R,1,0,0
North Dakota,1880,,0,James Garfield,R,0,0,0
Ohio,1880,R,0,James Garfield,R,0,0,1
Oklahoma,1880,,0,James Garfield,R,0,0,0
Oregon,1880,R,0,James Garfield,R,0,0,1
Pennsylvania,1880,R,0,James Garfield,R,0,0,1
Rhode Island,1880,R,0,James Garfield,R,0,0,1
South Carolina,1880,D,1,James Garfield,R,1,0,0
South Dakota,1880,,0,James Garfield,R,0,0,0
Tennessee,1880,D,0,James Garfield,R,1,0,0
Texas,1880,D,0,James Garfield,R,1,0,0
Utah,1880,,0,James Garfield,R,0,0,0
Vermont,1880,R,0,James Garfield,R,0,0,1
Virginia,1880,D,0,James Garfield,R,1,0,0
Washington,1880,,0,James Garfield,R,0,0,0
West Virginia,1880,D,0,James Garfield,R,1,0,0
Wisconsin,1880,R,0,James Garfield,R,0,0,1
Wyoming,1880,,0,James Garfield,R,0,0,0
Alabama,1884,D,0,Grover Cleveland,D,1,0,0
Alaska,1884,,0,Grover Cleveland,D,0,0,0
Arizona,1884,,0,Grover Cleveland,D,0,0,0
Arkansas,1884,D,0,Grover Cleveland,D,1,0,0
California,1884,R,1,Grover Cleveland,D,0,0,1
Colorado,1884,R,0,Grover Cleveland,D,0,0,1
Connecticut,1884,D,1,Grover Cleveland,D,1,0,0
D.C.,1884,,0,Grover Cleveland,D,0,0,0
Delaware,1884,D,0,Grover Cleveland,D,1,0,0
Florida,1884,D,0,Grover Cleveland,D,1,0,0
Georgia,1884,D,0,Grover Cleveland,D,1,0,0
Hawaii,1884,,0,Grover Cleveland,D,0,0,0
Idaho,1884,,0,Grover Cleveland,D,0,0,0
Illinois,1884,R,0,Grover Cleveland,D,0,0,1
Indiana,1884,D,1,Grover Cleveland,D,1,0,0
Iowa,1884,R,0,Grover Cleveland,D,0,0,1
Kansas,1884,R,0,Grover Cleveland,D,0,0,1
Kentucky,1884,D,0,Grover Cleveland,D,1,0,0
Louisiana,1884,D,0,Grover Cleveland,D,1,0,0
Maine,1884,R,0,Grover Cleveland,D,0,0,1
Maryland,1884,D,0,Grover Cleveland,D,1,0,0
Massachusetts,1884,R,0,Grover Cleveland,D,0,0,1
Michigan,1884,R,0,Grover Cleveland,D,0,0,1
Minnesota,1884,R,0,Grover Cleveland,D,0,0,1
Mississippi,1884,D,0,Grover Cleveland,D,1,0,0
Missouri,1884,D,0,Grover Cleveland,D,1,0,0
Montana,1884,,0,Grover Cleveland,D,0,0,0
Nebraska,1884,R,0,Grover Cleveland,D,0,0,1
Nevada,1884,R,1,Grover Cleveland,D,0,0,1
New Hampshire,1884,R,0,Grover Cleveland,D,0,0,1
New Jersey,1884,D,0,Grover Cleveland,D,1,0,0
New Mexico,1884,,0,Grover Cleveland,D,0,0,0
New York,1884,D,1,Grover Cleveland,D,1,0,0
North Carolina,1884,D,0,Grover Cleveland,D,1,0,0
North Dakota,1884,,0,Grover Cleveland,D,0,0,0
Ohio,1884,R,0,Grover Cleveland,D,0,0,1
Oklahoma,1884,,0,Grover Cleveland,D,0,0,0
Oregon,1884,R,0,Grover Cleveland,D,0,0,1
Pennsylvania,1884,R,0,Grover Cleveland,D,0,0,1
Rhode Island,1884,R,0,Grover Cleveland,D,0,0,1
South Carolina,1884,D,0,Grover Cleveland,D,1,0,0
South Dakota,1884,,0,Grover Cleveland,D,0,0,0
Tennessee,1884,D,0,Grover Cleveland,D,1,0,0
Texas,1884,D,0,Grover Cleveland,D,1,0,0
Utah,1884,,0,Grover Cleveland,D,0,0,0
Vermont,1884,R,0,Grover Cleveland,D,0,0,1
Virginia,1884,D,0,Grover Cleveland,D,1,0,0
Washington,1884,,0,Grover Cleveland,D,0,0,0
West Virginia,1884,D,0,Grover Cleveland,D,1,0,0
Wisconsin,1884,R,0,Grover Cleveland,D,0,0,1
Wyoming,1884,,0,Grover Cleveland,D,0,0,0
Alabama,1888,D,0,Benjamin Harrison,R,1,0,0
Alaska,1888,,0,Benjamin Harrison,R,0,0,0
Arizona,1888,,0,Benjamin Harrison,R,0,0,0
Arkansas,1888,D,0,Benjamin Harrison,R,1,0,0
California,1888,R,0,Benjamin Harrison,R,0,0,1
Colorado,1888,R,0,Benjamin Harrison,R,0,0,1
Connecticut,1888,D,0,Benjamin Harrison,R,1,0,0
D.C.,1888,,0,Benjamin Harrison,R,0,0,0
Delaware,1888,D,0,Benjamin Harrison,R,1,0,0
Florida,1888,D,0,Benjamin Harrison,R,1,0,0
Georgia,1888,D,0,Benjamin Harrison,R,1,0,0
Hawaii,1888,,0,Benjamin Harrison,R,0,0,0
Idaho,1888,,0,Benjamin Harrison,R,0,0,0
Illinois,1888,R,0,Benjamin Harrison,R,0,0,1
Indiana,1888,R,1,Benjamin Harrison,R,0,0,1
Iowa,1888,R,0,Benjamin Harrison,R,0,0,1
Kansas,1888,R,0,Benjamin Harrison,R,0,0,1
Kentucky,1888,D,0,Benjamin Harrison,R,1,0,0
Louisiana,1888,D,0,Benjamin Harrison,R,1,0,0
Maine,1888,R,0,Benjamin Harrison,R,0,0,1
Maryland,1888,D,0,Benjamin Harrison,R,1,0,0
Massachusetts,1888,R,0,Benjamin Harrison,R,0,0,1
Michigan,1888,R,0,Benjamin Harrison,R,0,0,1
Minnesota,1888,R,0,Benjamin Harrison,R,0,0,1
Mississippi,1888,D,0,Benjamin Harrison,R,1,0,0
Missouri,1888,D,0,Benjamin Harrison,R,1,0,0
Montana,1888,,0,Benjamin Harrison,R,0,0,0
Nebraska,1888,R,0,Benjamin Harrison,R,0,0,1
Nevada,1888,R,0,Benjamin Harrison,R,0,0,1
New Hampshire,1888,R,0,Benjamin Harrison,R,0,0,1
New Jersey,1888,D,0,Benjamin Harrison,R,1,0,0
New Mexico,1888,,0,Benjamin Harrison,R,0,0,0
New York,1888,R,1,Benjamin Harrison,R,0,0,1
North Carolina,1888,D,0,Benjamin Harrison,R,1,0,0
North Dakota,1888,,0,Benjamin Harrison,R,0,0,0
Ohio,1888,R,0,Benjamin Harrison,R,0,0,1
Oklahoma,1888,,0,Benjamin Harrison,R,0,0,0
Oregon,1888,R,0,Benjamin Harrison,R,0,0,1
Pennsylvania,1888,R,0,Benjamin Harrison,R,0,0,1
Rhode Island,1888,R,0,Benjamin Harrison,R,0,0,1
South Carolina,1888,D,0,Benjamin Harrison,R,1,0,0
South Dakota,1888,,0,Benjamin Harrison,R,0,0,0
Tennessee,1888,D,0,Benjamin Harrison,R,1,0,0
Texas,1888,D,0,Benjamin Harrison,R,1,0,0
Utah,1888,,0,Benjamin Harrison,R,0,0,0
Vermont,1888,R,0,Benjamin Harrison,R,0,0,1
Virginia,1888,D,0,Benjamin Harrison,R,1,0,0
Washington,1888,,0,Benjamin Harrison,R,0,0,0
West Virginia,1888,D,0,Benjamin Harrison,R,1,0,0
Wisconsin,1888,R,0,Benjamin Harrison,R,0,0,1
Wyoming,1888,,0,Benjamin Harrison,R,0,0,0
Alabama,1892,D,0,Grover Cleveland,D,1,0,0
Alaska,1892,,0,Grover Cleveland,D,0,0,0
Arizona,1892,,0,Grover Cleveland,D,0,0,0
Arkansas,1892,D,0,Grover Cleveland,D,1,0,0
California,1892,D,1,Grover Cleveland,D,1,0,0
Colorado,1892,O,0,Grover Cleveland,D,0,1,0
Connecticut,1892,D,0,Grover Cleveland,D,1,0,0
D.C.,1892,,0,Grover Cleveland,D,0,0,0
Delaware,1892,D,0,Grover Cleveland,D,1,0,0
Florida,1892,D,0,Grover Cleveland,D,1,0,0
Georgia,1892,D,0,Grover Cleveland,D,1,0,0
Hawaii,1892,,0,Grover Cleveland,D,0,0,0
Idaho,1892,O,0,Grover Cleveland,D,0,1,0
Illinois,1892,D,1,Grover Cleveland,D,1,0,0
Indiana,1892,D,1,Grover Cleveland,D,1,0,0
Iowa,1892,R,0,Grover Cleveland,D,0,0,1
Kansas,1892,O,0,Grover Cleveland,D,0,1,0
Kentucky,1892,D,0,Grover Cleveland,D,1,0,0
Louisiana,1892,D,0,Grover Cleveland,D,1,0,0
Maine,1892,R,0,Grover Cleveland,D,0,0,1
Maryland,1892,D,0,Grover Cleveland,D,1,0,0
Massachusetts,1892,R,0,Grover Cleveland,D,0,0,1
Michigan,1892,R,0,Grover Cleveland,D,0,0,1
Minnesota,1892,R,0,Grover Cleveland,D,0,0,1
Mississippi,1892,D,0,Grover Cleveland,D,1,0,0
Missouri,1892,D,0,Grover Cleveland,D,1,0,0
Montana,1892,R,0,Grover Cleveland,D,0,0,1
Nebraska,1892,R,0,Grover Cleveland,D,0,0,1
Nevada,1892,O,0,Grover Cleveland,D,0,1,0
New Hampshire,1892,R,0,Grover Cleveland,D,0,0,1
New Jersey,1892,D,0,Grover Cleveland,D,1,0,0
New Mexico,1892,,0,Grover Cleveland,D,0,0,0
New York,1892,D,1,Grover Cleveland,D,1,0,0
North Carolina,1892,D,0,Grover Cleveland,D,1,0,0
North Dakota,1892,O,0,Grover Cleveland,D,0,1,0
Ohio,1892,R,0,Grover Cleveland,D,0,0,1
Oklahoma,1892,,0,Grover Cleveland,D,0,0,0
Oregon,1892,R,0,Grover Cleveland,D,0,0,1
Pennsylvania,1892,R,0,Grover Cleveland,D,0,0,1
Rhode Island,1892,R,0,Grover Cleveland,D,0,0,1
South Carolina,1892,D,0,Grover Cleveland,D,1,0,0
South Dakota,1892,R,0,Grover Cleveland,D,0,0,1
Tennessee,1892,D,0,Grover Cleveland,D,1,0,0
Texas,1892,D,0,Grover Cleveland,D,1,0,0
Utah,1892,,0,Grover Cleveland,D,0,0,0
Vermont,1892,R,0,Grover Cleveland,D,0,0,1
Virginia,1892,D,0,Grover Cleveland,D,1,0,0
Washington,1892,R,0,Grover Cleveland,D,0,0,1
West Virginia,1892,D,0,Grover Cleveland,D,1,0,0
Wisconsin,1892,D,1,Grover Cleveland,D,1,0,0
Wyoming,1892,R,0,Grover Cleveland,D,0,0,1
Alabama,1896,D,0,William McKinley,R,1,0,0
Alaska,1896,,0,William McKinley,R,0,0,0
Arizona,1896,,0,William McKinley,R,0,0,0
Arkansas,1896,D,0,William McKinley,R,1,0,0
California,1896,R,1,William McKinley,R,0,0,1
Colorado,1896,D,0,William McKinley,R,1,0,0
Connecticut,1896,R,1,William McKinley,R,0,0,1
D.C.,1896,,0,William McKinley,R,0,0,0
Delaware,1896,R,1,William McKinley,R,0,0,1
Florida,1896,D,0,William McKinley,R,1,0,0
Georgia,1896,D,0,William McKinley,R,1,0,0
Hawaii,1896,,0,William McKinley,R,0,0,0
Idaho,1896,D,0,William McKinley,R,1,0,0
Illinois,1896,R,1,William McKinley,R,0,0,1
Indiana,1896,R,1,William McKinley,R,0,0,1
Iowa,1896,R,0,William McKinley,R,0,0,1
Kansas,1896,D,0,William McKinley,R,1,0,0
Kentucky,1896,R,1,William McKinley,R,0,0,1
Louisiana,1896,D,0,William McKinley,R,1,0,0
Maine,1896,R,0,William McKinley,R,0,0,1
Maryland,1896,R,1,William McKinley,R,0,0,1
Massachusetts,1896,R,0,William McKinley,R,0,0,1
Michigan,1896,R,0,William McKinley,R,0,0,1
Minnesota,1896,R,0,William McKinley,R,0,0,1
Mississippi,1896,D,0,William McKinley,R,1,0,0
Missouri,1896,D,0,William McKinley,R,1,0,0
Montana,1896,D,1,William McKinley,R,1,0,0
Nebraska,1896,D,1,William McKinley,R,1,0,0
Nevada,1896,D,0,William McKinley,R,1,0,0
New Hampshire,1896,R,0,William McKinley,R,0,0,1
New Jersey,1896,R,1,William McKinley,R,0,0,1
New Mexico,1896,,0,William McKinley,R,0,0,0
New York,1896,R,1,William McKinley,R,0,0,1
North Carolina,1896,D,0,William McKinley,R,1,0,0
North Dakota,1896,R,0,William McKinley,R,0,0,1
Ohio,1896,R,0,William McKinley,R,0,0,1
Oklahoma,1896,,0,William McKinley,R,0,0,0
Oregon,1896,R,0,William McKinley,R,0,0,1
Pennsylvania,1896,R,0,William McKinley,R,0,0,1
Rhode Island,1896,R,0,William McKinley,R,0,0,1
South Carolina,1896,D,0,William McKinley,R,1,0,0
South Dakota,1896,D,1,William McKinley,R,1,0,0
Tennessee,1896,D,0,William McKinley,R,1,0,0
Texas,1896,D,0,William McKinley,R,1,0,0
Utah,1896,D,0,William McKinley,R,1,0,0
Vermont,1896,R,0,William McKinley,R,0,0,1
Virginia,1896,D,0,William McKinley,R,1,0,0
Washington,1896,D,1,William McKinley,R,1,0,0
West Virginia,1896,R,1,William McKinley,R,0,0,1
Wisconsin,1896,R,1,William McKinley,R,0,0,1
Wyoming,1896,D,1,William McKinley,R,1,0,0
Alabama,1900,D,0,William McKinley,R,1,0,0
Alaska,1900,,0,William McKinley,R,0,0,0
Arizona,1900,,0,William McKinley,R,0,0,0
Arkansas,1900,D,0,William McKinley,R,1,0,0
California,1900,R,0,William McKinley,R,0,0,1
Colorado,1900,D,0,William McKinley,R,1,0,0
Connecticut,1900,R,0,William McKinley,R,0,0,1
D.C.,1900,,0,William McKinley,R,0,0,0
Delaware,1900,R,0,William McKinley,R,0,0,1
Florida,1900,D,0,William McKinley,R,1,0,0
Georgia,1900,D,0,William McKinley,R,1,0,0
Hawaii,1900,,0,William McKinley,R,0,0,0
Idaho,1900,D,0,William McKinley,R,1,0,0
Illinois,1900,R,0,William McKinley,R,0,0,1
Indiana,1900,R,0,William McKinley,R,0,0,1
Iowa,1900,R,0,William McKinley,R,0,0,1
Kansas,1900,R,1,William McKinley,R,0,0,1
Kentucky,1900,D,1,William McKinley,R,1,0,0
Louisiana,1900,D,0,William McKinley,R,1,0,0
Maine,1900,R,0,William McKinley,R,0,0,1
Maryland,1900,R,0,William McKinley,R,0,0,1
Massachusetts,1900,R,0,William McKinley,R,0,0,1
Michigan,1900,R,0,William McKinley,R,0,0,1
Minnesota,1900,R,0,William McKinley,R,0,0,1
Mississippi,1900,D,0,William McKinley,R,1,0,0
Missouri,1900,D,0,William McKinley,R,1,0,0
Montana,1900,D,0,William McKinley,R,1,0,0
Nebraska,1900,R,1,William McKinley,R,0,0,1
Nevada,1900,D,0,William McKinley,R,1,0,0
New Hampshire,1900,R,0,William McKinley,R,0,0,1
New Jersey,1900,R,0,William McKinley,R,0,0,1
New Mexico,1900,,0,William McKinley,R,0,0,0
New York,1900,R,0,William McKinley,R,0,0,1
North Carolina,1900,D,0,William McKinley,R,1,0,0
North Dakota,1900,R,0,William McKinley,R,0,0,1
Ohio,1900,R,0,William McKinley,R,0,0,1
Oklahoma,1900,,0,William McKinley,R,0,0,0
Oregon,1900,R,0,William McKinley,R,0,0,1
Pennsylvania,1900,R,0,William McKinley,R,0,0,1
Rhode Island,1900,R,0,William McKinley,R,0,0,1
South Carolina,1900,D,0,William McKinley,R,1,0,0
South Dakota,1900,R,1,William McKinley,R,0,0,1
Tennessee,1900,D,0,William McKinley,R,1,0,0
Texas,1900,D,0,William McKinley,R,1,0,0
Utah,1900,R,1,William McKinley,R,0,0,1
Vermont,1900,R,0,William McKinley,R,0,0,1
Virginia,1900,D,0,William McKinley,R,1,0,0
Washington,1900,R,1,William McKinley,R,0,0,1
West Virginia,1900,R,0,William McKinley,R,0,0,1
Wisconsin,1900,R,0,William McKinley,R,0,0,1
Wyoming,1900,R,1,William McKinley,R,0,0,1
Alabama,1904,D,0,Theodore Roosevelt,R,1,0,0
Alaska,1904,,0,Theodore Roosevelt,R,0,0,0
Arizona,1904,,0,Theodore Roosevelt,R,0,0,0
Arkansas,1904,D,0,Theodore Roosevelt,R,1,0,0
California,1904,R,0,Theodore Roosevelt,R,0,0,1
Colorado,1904,R,1,Theodore Roosevelt,R,0,0,1
Connecticut,1904,R,0,Theodore Roosevelt,R,0,0,1
D.C.,1904,,0,Theodore Roosevelt,R,0,0,0
Delaware,1904,R,0,Theodore Roosevelt,R,0,0,1
Florida,1904,D,0,Theodore Roosevelt,R,1,0,0
Georgia,1904,D,0,Theodore Roosevelt,R,1,0,0
Hawaii,1904,,0,Theodore Roosevelt,R,0,0,0
Idaho,1904,R,1,Theodore Roosevelt,R,0,0,1
Illinois,1904,R,0,Theodore Roosevelt,R,0,0,1
Indiana,1904,R,0,Theodore Roosevelt,R,0,0,1
Iowa,1904,R,0,Theodore Roosevelt,R,0,0,1
Kansas,1904,R,0,Theodore Roosevelt,R,0,0,1
Kentucky,1904,D,0,Theodore Roosevelt,R,1,0,0
Louisiana,1904,D,0,Theodore Roosevelt,R,1,0,0
Maine,1904,R,0,Theodore Roosevelt,R,0,0,1
Maryland,1904,D,1,Theodore Roosevelt,R,1,0,0
Massachusetts,1904,R,0,Theodore Roosevelt,R,0,0,1
Michigan,1904,R,0,Theodore Roosevelt,R,0,0,1
Minnesota,1904,R,0,Theodore Roosevelt,R,0,0,1
Mississippi,1904,D,0,Theodore Roosevelt,R,1,0,0
Missouri,1904,R,1,Theodore Roosevelt,R,0,0,1
